si-Ctrl-1	si-Ctrl-2	si-eIF5A-1	si-eIF5A-2
YER059W_mRNA	YPL096W_mRNA	YLR238W_mRNA	YGL257C_mRNA
YDR481C_mRNA	YDR350C_mRNA	YKR088C_mRNA	YDR379W_mRNA
YBL032W_mRNA	YBR024W_mRNA	YMR096W_mRNA	YGR092W_mRNA
YJL141C_mRNA	YDR538W_mRNA	YDL064W_mRNA	YOR042W_mRNA
YCR015C_mRNA	YAR018C_mRNA	YDL120W_mRNA	YMR104C_mRNA
YOL036W_mRNA	YMR134W_mRNA	YKR066C_mRNA	YLR027C_mRNA
YDR313C_mRNA	YPL069C_mRNA	YGR003W_mRNA	YGR261C_mRNA
YGR145W_mRNA	YKR078W_mRNA	YGR281W_mRNA	YGR173W_mRNA
YPL096W_mRNA	YGL112C_mRNA	YJR073C_mRNA	YMR213W_mRNA
YDR350C_mRNA	YBR078W_mRNA	YHR106W_mRNA	YPR147C_mRNA
YBR024W_mRNA	YKL072W_mRNA	YNL002C_mRNA	YBL003C_mRNA
YDR538W_mRNA	YMR073C_mRNA	YLR435W_mRNA	YLR194C_mRNA
YAR018C_mRNA	YJR096W_mRNA	YDR453C_mRNA	YOR266W_mRNA
YMR134W_mRNA	YGL154C_mRNA	YNL080C_mRNA	YDR419W_mRNA
YPL069C_mRNA	YNL091W_mRNA	YGR197C_mRNA	YBR215W_mRNA
YKR078W_mRNA	YER147C_mRNA	YCR066W_mRNA	YDL005C_mRNA
YGL112C_mRNA	YGR147C_mRNA	YLR209C_mRNA	YOR106W_mRNA
YBR078W_mRNA	YER123W_mRNA	YMR160W_mRNA	YDR110W_mRNA
YKL072W_mRNA	YJR101W_mRNA	YIL014W_mRNA	YBR192W_mRNA
YMR073C_mRNA	YBR107C_mRNA	YKR101W_mRNA	YKL164C_mRNA
YJR096W_mRNA	YKL211C_mRNA	YEL063C_mRNA	YNL062C_mRNA
YGL154C_mRNA	YOL067C_mRNA	YMR127C_mRNA	YAR003W_mRNA
YNL091W_mRNA	YER056C-A_mRNA	YGR237C_mRNA	YGR082W_mRNA
YER147C_mRNA	YKL055C_mRNA	YLR059C_mRNA	YNL025C_mRNA
YGR147C_mRNA	YDR092W_mRNA	YPR060C_mRNA	YMR093W_mRNA
YER123W_mRNA	YHR189W_mRNA	YIL137C_mRNA	YKR071C_mRNA
YJR101W_mRNA	YGL236C_mRNA	YGL157W_mRNA	YBR096W_mRNA
YBR107C_mRNA	YPR008W_mRNA	YJL217W_mRNA	YFL001W_mRNA
YKL211C_mRNA	YBR173C_mRNA	YLR446W_mRNA	YBR188C_mRNA
YOL067C_mRNA	YPR074C_mRNA	YLR262C_mRNA	YMR002W_mRNA
YER056C-A_mRNA	YLR020C_mRNA	YMR035W_mRNA	YDR462W_mRNA
YKL055C_mRNA	YDL128W_mRNA	YPL215W_mRNA	YPR075C_mRNA
YDR092W_mRNA	YOR369C_mRNA	YDR246W_mRNA	YFL044C_mRNA
YHR189W_mRNA	YIL121W_mRNA	YKL190W_mRNA	YNL061W_mRNA
YGL236C_mRNA	YHR116W_mRNA	YBR126C_mRNA	YPL156C_mRNA
YPR008W_mRNA	YBR187W_mRNA	YBR007C_mRNA	YHR161C_mRNA
YBR173C_mRNA	YDR279W_mRNA	YNL302C_mRNA	YFR002W_mRNA
YPR074C_mRNA	YLL049W_mRNA	YER163C_mRNA	YOR340C_mRNA
YLR020C_mRNA	YBL041W_mRNA	YJR118C_mRNA	YOL063C_mRNA
YDL128W_mRNA	YOR250C_mRNA	YNL027W_mRNA	YDR023W_mRNA
YOR369C_mRNA	YBL009W_mRNA	YHR207C_mRNA	YDR298C_mRNA
YIL121W_mRNA	YDR471W_mRNA	YLR297W_mRNA	YML110C_mRNA
YHR116W_mRNA	YJR006W_mRNA	YBR246W_mRNA	YOL059W_mRNA
YBR187W_mRNA	YBR034C_mRNA	YER059W_mRNA	YEL041W_mRNA
YDR279W_mRNA	YMR202W_mRNA	YDR481C_mRNA	YDR395W_mRNA
YLL049W_mRNA	YDR036C_mRNA	YBL032W_mRNA	YJR098C_mRNA
YBL041W_mRNA	YDL030W_mRNA	YJL141C_mRNA	YHR003C_mRNA
YOR250C_mRNA	YCR082W_mRNA	YCR015C_mRNA	YJR032W_mRNA
YGL243W_mRNA	YLL004W_mRNA	YOL036W_mRNA	YLR238W_mRNA
YBL009W_mRNA	YER093C_mRNA	YDR313C_mRNA	YKR088C_mRNA
YDR471W_mRNA	YER095W_mRNA	YGR145W_mRNA	YMR096W_mRNA
YJR006W_mRNA	YPR145W_mRNA	YPL096W_mRNA	YDL064W_mRNA
YBR034C_mRNA	YHR114W_mRNA	YDR350C_mRNA	YDL120W_mRNA
YMR202W_mRNA	YGR061C_mRNA	YBR024W_mRNA	YKR066C_mRNA
YDR036C_mRNA	YNL176C_mRNA	YAR018C_mRNA	YGR003W_mRNA
YDL030W_mRNA	YNL113W_mRNA	YMR134W_mRNA	YGR281W_mRNA
YCR082W_mRNA	YFR021W_mRNA	YPL069C_mRNA	YJR073C_mRNA
YLL004W_mRNA	YDR061W_mRNA	YKR078W_mRNA	YHR106W_mRNA
YER093C_mRNA	YAL015C_mRNA	YGL112C_mRNA	YNL002C_mRNA
YER095W_mRNA	YNL001W_mRNA	YBR078W_mRNA	YLR435W_mRNA
YPR145W_mRNA	YGL139W_mRNA	YKL072W_mRNA	YDR453C_mRNA
YHR114W_mRNA	YMR109W_mRNA	YMR073C_mRNA	YNL080C_mRNA
YGR061C_mRNA	YDL161W_mRNA	YJR096W_mRNA	YOR373W_mRNA
YNL176C_mRNA	YPL031C_mRNA	YGL154C_mRNA	YGR197C_mRNA
YNL113W_mRNA	YPR169W_mRNA	YNL091W_mRNA	YCR066W_mRNA
YFR021W_mRNA	YOR294W_mRNA	YER147C_mRNA	YLR209C_mRNA
YDR061W_mRNA	YDR354W_mRNA	YGR147C_mRNA	YMR160W_mRNA
YAL015C_mRNA	YNR055C_mRNA	YER123W_mRNA	YIL014W_mRNA
YNL001W_mRNA	YBR157C_mRNA	YJR101W_mRNA	YKR101W_mRNA
YGL139W_mRNA	YFR013W_mRNA	YBR107C_mRNA	YEL063C_mRNA
YMR109W_mRNA	YNR020C_mRNA	YKL211C_mRNA	YMR127C_mRNA
YDL161W_mRNA	YDL230W_mRNA	YOL067C_mRNA	YGR237C_mRNA
YPL031C_mRNA	YGR028W_mRNA	YER056C-A_mRNA	YLR059C_mRNA
YPR169W_mRNA	YDR052C_mRNA	YKL055C_mRNA	YPR060C_mRNA
YOR294W_mRNA	YDR201W_mRNA	YDR092W_mRNA	YIL137C_mRNA
YDR354W_mRNA	YMR296C_mRNA	YHR189W_mRNA	YGL157W_mRNA
YNR055C_mRNA	YKR013W_mRNA	YGL236C_mRNA	YJL217W_mRNA
YBR157C_mRNA	YPR035W_mRNA	YPR008W_mRNA	YLR446W_mRNA
YFR013W_mRNA	YPL239W_mRNA	YBR173C_mRNA	YLR262C_mRNA
YNR020C_mRNA	YDR306C_mRNA	YPR074C_mRNA	YMR035W_mRNA
YDL230W_mRNA	YDL190C_mRNA	YLR020C_mRNA	YPL215W_mRNA
YGR028W_mRNA	YHR087W_mRNA	YDL128W_mRNA	YDR246W_mRNA
YDR052C_mRNA	YKL054C_mRNA	YOR369C_mRNA	YKL190W_mRNA
YDR201W_mRNA	YML127W_mRNA	YIL121W_mRNA	YBR126C_mRNA
YMR296C_mRNA	YLR168C_mRNA	YHR116W_mRNA	YBR007C_mRNA
YKR013W_mRNA	YDR243C_mRNA	YBR187W_mRNA	YNL302C_mRNA
YPR035W_mRNA	YDR465C_mRNA	YDR279W_mRNA	YER163C_mRNA
YPL239W_mRNA	YDR007W_mRNA	YLL049W_mRNA	YJR118C_mRNA
YDR306C_mRNA	YOR275C_mRNA	YBL041W_mRNA	YNL027W_mRNA
YDL190C_mRNA	YBL064C_mRNA	YOR250C_mRNA	YHR207C_mRNA
YHR087W_mRNA	YGR230W_mRNA	YDR471W_mRNA	YLR297W_mRNA
YKL054C_mRNA	YER047C_mRNA	YJR006W_mRNA	YBR246W_mRNA
YML127W_mRNA	YDR316W_mRNA	YBR034C_mRNA	YER059W_mRNA
YLR168C_mRNA	YKL029C_mRNA	YMR202W_mRNA	YDR481C_mRNA
YDR243C_mRNA	YLR274W_mRNA	YDR036C_mRNA	YBL032W_mRNA
YDR465C_mRNA	YML079W_mRNA	YDL030W_mRNA	YJL141C_mRNA
YDR007W_mRNA	YGL012W_mRNA	YCR082W_mRNA	YCR015C_mRNA
YOR275C_mRNA	YJR025C_mRNA	YLL004W_mRNA	YOL036W_mRNA
YBL064C_mRNA	YLR173W_mRNA	YER093C_mRNA	YDR313C_mRNA
YGR230W_mRNA	YJR022W_mRNA	YER095W_mRNA	YGR145W_mRNA
YER047C_mRNA	YMR307W_mRNA	YPR145W_mRNA	YPL096W_mRNA
YKL029C_mRNA	YPR143W_mRNA	YHR114W_mRNA	YDR350C_mRNA
YLR274W_mRNA	YLR337C_mRNA	YGR061C_mRNA	YBR024W_mRNA
YML079W_mRNA	YMR006C_mRNA	YNL176C_mRNA	YAR018C_mRNA
YGL012W_mRNA	YJR059W_mRNA	YNL113W_mRNA	YMR134W_mRNA
YJR025C_mRNA	YML022W_mRNA	YFR021W_mRNA	YPL069C_mRNA
YLR173W_mRNA	YPL244C_mRNA	YDR061W_mRNA	YKR078W_mRNA
YJR022W_mRNA	YNL022C_mRNA	YAL015C_mRNA	YGL112C_mRNA
YMR307W_mRNA	YOR112W_mRNA	YNL001W_mRNA	YBR078W_mRNA
YPR143W_mRNA	YML095C_mRNA	YGL139W_mRNA	YMR073C_mRNA
YLR337C_mRNA	YPR025C_mRNA	YMR109W_mRNA	YJR096W_mRNA
YMR006C_mRNA	YBR106W_mRNA	YDL161W_mRNA	YGL154C_mRNA
YJR059W_mRNA	YMR171C_mRNA	YPL031C_mRNA	YNL091W_mRNA
YML022W_mRNA	YML005W_mRNA	YIL097W_mRNA	YER147C_mRNA
YPL244C_mRNA	YHR101C_mRNA	YPR169W_mRNA	YGR147C_mRNA
YNL022C_mRNA	YPR172W_mRNA	YOR294W_mRNA	YER123W_mRNA
YOR112W_mRNA	YDR308C_mRNA	YDR354W_mRNA	YJR101W_mRNA
YML095C_mRNA	YOL115W_mRNA	YNR055C_mRNA	YBR107C_mRNA
YPR025C_mRNA	YDR351W_mRNA	YBR157C_mRNA	YKL211C_mRNA
YBR106W_mRNA	YDR357C_mRNA	YFR013W_mRNA	YOL067C_mRNA
YMR171C_mRNA	YJL002C_mRNA	YNR020C_mRNA	YER056C-A_mRNA
YML005W_mRNA	YNR026C_mRNA	YDL230W_mRNA	YKL055C_mRNA
YHR101C_mRNA	YJL059W_mRNA	YGR028W_mRNA	YDR092W_mRNA
YPR172W_mRNA	YIL042C_mRNA	YDR052C_mRNA	YHR189W_mRNA
YDR308C_mRNA	YJL006C_mRNA	YDR201W_mRNA	YGL236C_mRNA
YOL115W_mRNA	YOR171C_mRNA	YMR296C_mRNA	YPR008W_mRNA
YDR351W_mRNA	YJR147W_mRNA	YKR013W_mRNA	YBR173C_mRNA
YDR357C_mRNA	YML069W_mRNA	YPR035W_mRNA	YPR074C_mRNA
YJL002C_mRNA	YJL012C_mRNA	YPL239W_mRNA	YLR020C_mRNA
YNR026C_mRNA	YDL107W_mRNA	YDR306C_mRNA	YDL128W_mRNA
YJL059W_mRNA	YHR181W_mRNA	YDL190C_mRNA	YOR369C_mRNA
YIL042C_mRNA	YOR151C_mRNA	YHR087W_mRNA	YIL121W_mRNA
YJL006C_mRNA	YPL071C_mRNA	YGL177W_mRNA	YHR116W_mRNA
YOR171C_mRNA	YJL137C_mRNA	YML127W_mRNA	YBR187W_mRNA
YJR147W_mRNA	YGL245W_mRNA	YKL054C_mRNA	YDR279W_mRNA
YML069W_mRNA	YJR003C_mRNA	YLR168C_mRNA	YLL049W_mRNA
YJL012C_mRNA	YNL293W_mRNA	YDR243C_mRNA	YBL041W_mRNA
YHR181W_mRNA	YMR192W_mRNA	YJR138W_mRNA	YOR250C_mRNA
YOR129C_mRNA	YOR367W_mRNA	YDR465C_mRNA	YGL243W_mRNA
YOR151C_mRNA	YBR146W_mRNA	YDR007W_mRNA	YBL009W_mRNA
YPL071C_mRNA	YKL099C_mRNA	YOR275C_mRNA	YDR471W_mRNA
YJL137C_mRNA	YMR004W_mRNA	YBL064C_mRNA	YJR006W_mRNA
YGL245W_mRNA	YOR037W_mRNA	YGR230W_mRNA	YBR034C_mRNA
YJR003C_mRNA	YPR006C_mRNA	YER047C_mRNA	YMR202W_mRNA
YNL293W_mRNA	YLR144C_mRNA	YDR316W_mRNA	YDR036C_mRNA
YMR192W_mRNA	YHL001W_mRNA	YKL029C_mRNA	YDL030W_mRNA
YOR367W_mRNA	YDR476C_mRNA	YLR274W_mRNA	YCR082W_mRNA
YBR146W_mRNA	YPR131C_mRNA	YML079W_mRNA	YLL004W_mRNA
YKL099C_mRNA	YIL033C_mRNA	YGL012W_mRNA	YER093C_mRNA
YMR004W_mRNA	YER089C_mRNA	YJR025C_mRNA	YER095W_mRNA
YOR037W_mRNA	YHR162W_mRNA	YLR173W_mRNA	YPR145W_mRNA
YPR006C_mRNA	YJL052W_mRNA	YBR225W_mRNA	YHR114W_mRNA
YLR144C_mRNA	YPL243W_mRNA	YJR022W_mRNA	YGR061C_mRNA
YHL001W_mRNA	YDL147W_mRNA	YMR307W_mRNA	YNL176C_mRNA
YPR153W_mRNA	YOL018C_mRNA	YLR337C_mRNA	YNL113W_mRNA
YDR476C_mRNA	YCR008W_mRNA	YPR143W_mRNA	YFR021W_mRNA
YPR131C_mRNA	YMR067C_mRNA	YMR006C_mRNA	YDR061W_mRNA
YIL033C_mRNA	YJR072C_mRNA	YJR059W_mRNA	YAL015C_mRNA
YER089C_mRNA	YIL023C_mRNA	YML022W_mRNA	YNL001W_mRNA
YHR162W_mRNA	YOL045W_mRNA	YPL244C_mRNA	YGL139W_mRNA
YJL052W_mRNA	YIL130W_mRNA	YNL022C_mRNA	YMR109W_mRNA
YPL243W_mRNA	YJL062W_mRNA	YOR112W_mRNA	YDL161W_mRNA
YDL147W_mRNA	YDR427W_mRNA	YML095C_mRNA	YPL031C_mRNA
YOL018C_mRNA	YDR432W_mRNA	YPR025C_mRNA	YIL097W_mRNA
YCR008W_mRNA	YPR139C_mRNA	YBR106W_mRNA	YPR169W_mRNA
YMR067C_mRNA	YDR381W_mRNA	YMR171C_mRNA	YOR294W_mRNA
YJR072C_mRNA	YLR182W_mRNA	YML005W_mRNA	YDR354W_mRNA
YIL023C_mRNA	YKR070W_mRNA	YNL042W_mRNA	YNR055C_mRNA
YOL045W_mRNA	YPL190C_mRNA	YGR243W_mRNA	YBR157C_mRNA
YIL130W_mRNA	YDR492W_mRNA	YHR101C_mRNA	YFR013W_mRNA
YJL062W_mRNA	YGR009C_mRNA	YPR172W_mRNA	YNR020C_mRNA
YDR427W_mRNA	YOL120C_mRNA	YDR308C_mRNA	YDL230W_mRNA
YDR432W_mRNA	YPL061W_mRNA	YOL115W_mRNA	YGR028W_mRNA
YPR139C_mRNA	YHL019C_mRNA	YDR351W_mRNA	YDR052C_mRNA
YDR381W_mRNA	YFR045W_mRNA	YDR357C_mRNA	YDR201W_mRNA
YLR182W_mRNA	YDR064W_mRNA	YJL002C_mRNA	YMR296C_mRNA
YKR070W_mRNA	YNL245C_mRNA	YNR026C_mRNA	YKR013W_mRNA
YPL190C_mRNA	YKL124W_mRNA	YJL059W_mRNA	YPR035W_mRNA
YDR492W_mRNA	YCR092C_mRNA	YIL042C_mRNA	YPL239W_mRNA
YGR009C_mRNA	YAL040C_mRNA	YJL006C_mRNA	YDR306C_mRNA
YOL120C_mRNA	YHL034C_mRNA	YOR171C_mRNA	YDL190C_mRNA
YPL061W_mRNA	YOR090C_mRNA	YML069W_mRNA	YHR087W_mRNA
YHL019C_mRNA	YLR126C_mRNA	YJL012C_mRNA	YKL054C_mRNA
YFR045W_mRNA	YDR460W_mRNA	YDL107W_mRNA	YML127W_mRNA
YDR064W_mRNA	YOL022C_mRNA	YHR181W_mRNA	YLR168C_mRNA
YNL245C_mRNA	YML024W_mRNA	YOR129C_mRNA	YDR243C_mRNA
YKL124W_mRNA	YGR125W_mRNA	YOR151C_mRNA	YJR138W_mRNA
YCR092C_mRNA	YOL121C_mRNA	YPL071C_mRNA	YDR465C_mRNA
YAL040C_mRNA	YPR188C_mRNA	YJL137C_mRNA	YDR007W_mRNA
YHL034C_mRNA	YLR186W_mRNA	YGL245W_mRNA	YOR275C_mRNA
YPL076W_mRNA	YOL097C_mRNA	YJR003C_mRNA	YBL064C_mRNA
YOR090C_mRNA	YNL297C_mRNA	YNL293W_mRNA	YGR230W_mRNA
YLR126C_mRNA	YBR120C_mRNA	YMR192W_mRNA	YER047C_mRNA
YDR460W_mRNA	YNR038W_mRNA	YOR367W_mRNA	YDR316W_mRNA
YOL022C_mRNA	YFL029C_mRNA	YBR146W_mRNA	YKL029C_mRNA
YML024W_mRNA	YOR265W_mRNA	YKL099C_mRNA	YLR274W_mRNA
YGR125W_mRNA	YEL022W_mRNA	YMR004W_mRNA	YML079W_mRNA
YOL121C_mRNA	YML077W_mRNA	YOR037W_mRNA	YGL012W_mRNA
YPR188C_mRNA	YJL212C_mRNA	YPR006C_mRNA	YJR025C_mRNA
YLR186W_mRNA	YLR440C_mRNA	YLR144C_mRNA	YLR173W_mRNA
YOL097C_mRNA	YNL216W_mRNA	YHL001W_mRNA	YBR225W_mRNA
YNL297C_mRNA	YAL029C_mRNA	YPR153W_mRNA	YJR022W_mRNA
YBR120C_mRNA	YHR020W_mRNA	YDR476C_mRNA	YMR307W_mRNA
YNR038W_mRNA	YHL026C_mRNA	YPR131C_mRNA	YLR337C_mRNA
YFL029C_mRNA	YGR138C_mRNA	YIL033C_mRNA	YPR143W_mRNA
YOR265W_mRNA	YLR100W_mRNA	YER089C_mRNA	YMR006C_mRNA
YEL022W_mRNA	YNL168C_mRNA	YHR162W_mRNA	YJR059W_mRNA
YML077W_mRNA	YEL037C_mRNA	YJL052W_mRNA	YML022W_mRNA
YJL212C_mRNA	YIL014C-A_mRNA	YPL243W_mRNA	YPL244C_mRNA
YLR440C_mRNA	YLR199C_mRNA	YDL147W_mRNA	YNL022C_mRNA
YNL216W_mRNA	YGL233W_mRNA	YOL018C_mRNA	YOR112W_mRNA
YAL029C_mRNA	YBL097W_mRNA	YCR008W_mRNA	YML095C_mRNA
YHR020W_mRNA	YKR007W_mRNA	YMR067C_mRNA	YPR025C_mRNA
YHL026C_mRNA	YDL148C_mRNA	YDL204W_mRNA	YBR106W_mRNA
YGR138C_mRNA	YDL213C_mRNA	YJR072C_mRNA	YMR171C_mRNA
YLR100W_mRNA	YLR265C_mRNA	YIL023C_mRNA	YML005W_mRNA
YNL168C_mRNA	YHR108W_mRNA	YOL045W_mRNA	YNL042W_mRNA
YEL037C_mRNA	YGR036C_mRNA	YIL130W_mRNA	YGR243W_mRNA
YIL014C-A_mRNA	YGL088W_mRNA	YJL062W_mRNA	YHR101C_mRNA
YLR199C_mRNA	YOR321W_mRNA	YDR427W_mRNA	YPR172W_mRNA
YGL233W_mRNA	YGR278W_mRNA	YDR432W_mRNA	YDR308C_mRNA
YBL097W_mRNA	YDR155C_mRNA	YPR139C_mRNA	YOL115W_mRNA
YKR007W_mRNA	YOR127W_mRNA	YDR381W_mRNA	YDR351W_mRNA
YDL148C_mRNA	YDR397C_mRNA	YLR182W_mRNA	YDR357C_mRNA
YDL213C_mRNA	YOL138C_mRNA	YKR070W_mRNA	YJL002C_mRNA
YLR265C_mRNA	YBR125C_mRNA	YPL190C_mRNA	YNR026C_mRNA
YHR108W_mRNA	YGL083W_mRNA	YDR492W_mRNA	YJL059W_mRNA
YGR036C_mRNA	YNL030W_mRNA	YGR009C_mRNA	YIL042C_mRNA
YGL088W_mRNA	YJR142W_mRNA	YOL120C_mRNA	YJL006C_mRNA
YOR321W_mRNA	YMR079W_mRNA	YPL061W_mRNA	YOR171C_mRNA
YGR278W_mRNA	YER075C_mRNA	YHL019C_mRNA	YML069W_mRNA
YDR155C_mRNA	YNL143C_mRNA	YFR045W_mRNA	YJL012C_mRNA
YOR127W_mRNA	YGL185C_mRNA	YDR064W_mRNA	YDL107W_mRNA
YDR397C_mRNA	YFL021W_mRNA	YNL245C_mRNA	YHR181W_mRNA
YOL138C_mRNA	YFL031W_mRNA	YKL124W_mRNA	YOR129C_mRNA
YBR125C_mRNA	YLR340W_mRNA	YCR092C_mRNA	YOR151C_mRNA
YGL083W_mRNA	YHR085W_mRNA	YAL040C_mRNA	YPL071C_mRNA
YNL030W_mRNA	YFR001W_mRNA	YHL034C_mRNA	YJL137C_mRNA
YJR142W_mRNA	YGR189C_mRNA	YPL076W_mRNA	YGL245W_mRNA
YMR079W_mRNA	YMR168C_mRNA	YOR090C_mRNA	YJR003C_mRNA
YER075C_mRNA	YGR196C_mRNA	YLR126C_mRNA	YNL293W_mRNA
YNL143C_mRNA	YBL095W_mRNA	YDR460W_mRNA	YMR192W_mRNA
YGL185C_mRNA	YDR475C_mRNA	YOL022C_mRNA	YOR367W_mRNA
YFL021W_mRNA	YPL232W_mRNA	YML024W_mRNA	YBR146W_mRNA
YFL031W_mRNA	YDR288W_mRNA	YGR125W_mRNA	YKL099C_mRNA
YLR340W_mRNA	YPR051W_mRNA	YOL121C_mRNA	YMR004W_mRNA
YHR085W_mRNA	YJL026W_mRNA	YPR188C_mRNA	YLR144C_mRNA
YFR001W_mRNA	YPR021C_mRNA	YMR023C_mRNA	YPR006C_mRNA
YGR189C_mRNA	YER100W_mRNA	YLR186W_mRNA	YHL001W_mRNA
YMR168C_mRNA	YBR268W_mRNA	YOL097C_mRNA	YPR153W_mRNA
YGR196C_mRNA	YDR451C_mRNA	YNL297C_mRNA	YDR476C_mRNA
YBL095W_mRNA	YDR100W_mRNA	YBR120C_mRNA	YPR131C_mRNA
YDR475C_mRNA	YNL127W_mRNA	YNR038W_mRNA	YIL033C_mRNA
YPL232W_mRNA	YLR310C_mRNA	YFL029C_mRNA	YER089C_mRNA
YDR288W_mRNA	YNL125C_mRNA	YOR265W_mRNA	YHR162W_mRNA
YPR051W_mRNA	YDR392W_mRNA	YEL022W_mRNA	YJL052W_mRNA
YJL026W_mRNA	YKL006W_mRNA	YML077W_mRNA	YPL243W_mRNA
YPR021C_mRNA	YDL042C_mRNA	YJL212C_mRNA	YDL147W_mRNA
YER100W_mRNA	YDL043C_mRNA	YLR440C_mRNA	YOL018C_mRNA
YBR268W_mRNA	YDR441C_mRNA	YNL216W_mRNA	YCR008W_mRNA
YDR451C_mRNA	YCR086W_mRNA	YAL029C_mRNA	YMR067C_mRNA
YDR100W_mRNA	YOL139C_mRNA	YHR020W_mRNA	YDL204W_mRNA
YNL127W_mRNA	YKL009W_mRNA	YGR138C_mRNA	YJR072C_mRNA
YLR310C_mRNA	YPL178W_mRNA	YLR100W_mRNA	YIL023C_mRNA
YNL125C_mRNA	YDR489W_mRNA	YNL168C_mRNA	YOL045W_mRNA
YDR392W_mRNA	YDL110C_mRNA	YEL037C_mRNA	YIL130W_mRNA
YKL006W_mRNA	YIR010W_mRNA	YIL014C-A_mRNA	YJL062W_mRNA
YDL042C_mRNA	YLR253W_mRNA	YLR199C_mRNA	YDR427W_mRNA
YDL043C_mRNA	YAL059W_mRNA	YGL233W_mRNA	YDR432W_mRNA
YDR441C_mRNA	YDL006W_mRNA	YKR007W_mRNA	YPR139C_mRNA
YCR086W_mRNA	YOR310C_mRNA	YDL148C_mRNA	YDR381W_mRNA
YOL139C_mRNA	YGR295C_mRNA	YLR177W_mRNA	YLR182W_mRNA
YKL009W_mRNA	YLR342W_mRNA	YDL213C_mRNA	YKR070W_mRNA
YPL178W_mRNA	YGL194C_mRNA	YLR265C_mRNA	YPL190C_mRNA
YDR489W_mRNA	YFR018C_mRNA	YHR108W_mRNA	YDR492W_mRNA
YDL110C_mRNA	YML046W_mRNA	YGR036C_mRNA	YGR009C_mRNA
YIR010W_mRNA	YDR226W_mRNA	YGL088W_mRNA	YOL120C_mRNA
YLR253W_mRNA	YGR075C_mRNA	YOR321W_mRNA	YPL061W_mRNA
YAL059W_mRNA	YKL079W_mRNA	YGR278W_mRNA	YDL248W_mRNA
YDL006W_mRNA	YPR020W_mRNA	YDR155C_mRNA	YFR045W_mRNA
YOR310C_mRNA	YML064C_mRNA	YDR397C_mRNA	YDR064W_mRNA
YGR295C_mRNA	YGR038W_mRNA	YOL138C_mRNA	YHL019C_mRNA
YLR342W_mRNA	YDR307W_mRNA	YBR125C_mRNA	YNL245C_mRNA
YGL194C_mRNA	YHR153C_mRNA	YGL083W_mRNA	YKL124W_mRNA
YFR018C_mRNA	YLR207W_mRNA	YNL030W_mRNA	YCR092C_mRNA
YML046W_mRNA	YOR081C_mRNA	YJR142W_mRNA	YAL040C_mRNA
YDR226W_mRNA	YPR110C_mRNA	YMR079W_mRNA	YHL034C_mRNA
YGR075C_mRNA	YGR026W_mRNA	YBR270C_mRNA	YPL076W_mRNA
YKL079W_mRNA	YOR259C_mRNA	YIL092W_mRNA	YOR090C_mRNA
YPR020W_mRNA	YOL135C_mRNA	YGL185C_mRNA	YLR126C_mRNA
YML064C_mRNA	YNR009W_mRNA	YFL021W_mRNA	YDR460W_mRNA
YGR038W_mRNA	YOR176W_mRNA	YFL031W_mRNA	YOL022C_mRNA
YDR307W_mRNA	YMR058W_mRNA	YLR340W_mRNA	YML024W_mRNA
YHR153C_mRNA	YDR494W_mRNA	YKR064W_mRNA	YGR125W_mRNA
YLR207W_mRNA	YDL180W_mRNA	YFR001W_mRNA	YOL121C_mRNA
YOR081C_mRNA	YBR280C_mRNA	YGR189C_mRNA	YPR188C_mRNA
YPR110C_mRNA	YML106W_mRNA	YHR085W_mRNA	YMR023C_mRNA
YGR026W_mRNA	YAR019C_mRNA	YMR168C_mRNA	YLR186W_mRNA
YOR259C_mRNA	YCL054W_mRNA	YGR196C_mRNA	YOL097C_mRNA
YOL135C_mRNA	YJL013C_mRNA	YBL095W_mRNA	YNL297C_mRNA
YNR009W_mRNA	YIL056W_mRNA	YDR475C_mRNA	YBR120C_mRNA
YOR176W_mRNA	YJL097W_mRNA	YPL232W_mRNA	YNR038W_mRNA
YMR058W_mRNA	YJL111W_mRNA	YDR288W_mRNA	YFL029C_mRNA
YDR494W_mRNA	YHR201C_mRNA	YPR051W_mRNA	YOR265W_mRNA
YDL180W_mRNA	YNL021W_mRNA	YJL026W_mRNA	YEL022W_mRNA
YBR280C_mRNA	YNR018W_mRNA	YPR021C_mRNA	YML077W_mRNA
YML106W_mRNA	YLR432W_mRNA	YER100W_mRNA	YJL212C_mRNA
YAR019C_mRNA	YER088C-A_mRNA	YBR268W_mRNA	YLR440C_mRNA
YDR436W_mRNA	YOR246C_mRNA	YDR451C_mRNA	YNL216W_mRNA
YCL054W_mRNA	YMR183C_mRNA	YDR100W_mRNA	YAL029C_mRNA
YJL013C_mRNA	YDL020C_mRNA	YNL127W_mRNA	YHR020W_mRNA
YIL056W_mRNA	YHR205W_mRNA	YLR310C_mRNA	YGR138C_mRNA
YJL097W_mRNA	YJR103W_mRNA	YHL032C_mRNA	YLR100W_mRNA
YJL111W_mRNA	YNL304W_mRNA	YNL125C_mRNA	YNL168C_mRNA
YHR201C_mRNA	YER125W_mRNA	YBR228W_mRNA	YEL037C_mRNA
YNL021W_mRNA	YDR183W_mRNA	YDR392W_mRNA	YIL014C-A_mRNA
YNR018W_mRNA	YGR083C_mRNA	YKL006W_mRNA	YLR199C_mRNA
YLR432W_mRNA	YJR094C_mRNA	YDL043C_mRNA	YGL233W_mRNA
