si-Ctrl-1	si-Ctrl-2	si-eIF5A-1	si-eIF5A-2
YPL236C_mRNA	YDR262W_mRNA	YDR237W_mRNA	YOR035C_mRNA
YDL025C_mRNA	YPL117C_mRNA	YJR092W_mRNA	YKL124W_mRNA
YDR261C_mRNA	YKL043W_mRNA	YKL051W_mRNA	YDL063C_mRNA
YPL143W_mRNA	YKR088C_mRNA	YOR272W_mRNA	YNL067W_mRNA
YBR268W_mRNA	YGL092W_mRNA	YGR203W_mRNA	YGL201C_mRNA
YML126C_mRNA	YLR136C_mRNA	YIL128W_mRNA	YOR348C_mRNA
YJL196C_mRNA	YGL077C_mRNA	YNL151C_mRNA	YGL240W_mRNA
YBL104C_mRNA	YLL041C_mRNA	YDR416W_mRNA	YKL085W_mRNA
YOR249C_mRNA	YGR169C_mRNA	YDR196C_mRNA	YBR255W_mRNA
YDL019C_mRNA	YPL118W_mRNA	YLR290C_mRNA	YAL030W_mRNA
YDR234W_mRNA	YKL120W_mRNA	YJL085W_mRNA	YBR022W_mRNA
YKL007W_mRNA	YOL135C_mRNA	YMR035W_mRNA	YHL027W_mRNA
YDR262W_mRNA	YMR031C_mRNA	YLR417W_mRNA	YKL079W_mRNA
YPL117C_mRNA	YHR013C_mRNA	YJR140C_mRNA	YIL061C_mRNA
YKL043W_mRNA	YLL043W_mRNA	YIL155C_mRNA	YDR423C_mRNA
YKR088C_mRNA	YNL090W_mRNA	YJL001W_mRNA	YPL020C_mRNA
YGL092W_mRNA	YJR017C_mRNA	YIR021W_mRNA	YKL215C_mRNA
YLR136C_mRNA	YOR358W_mRNA	YGR255C_mRNA	YEL061C_mRNA
YGL077C_mRNA	YCR087C-A_mRNA	YJR076C_mRNA	YML010W_mRNA
YLL041C_mRNA	YGL124C_mRNA	YER007C-A_mRNA	YDL164C_mRNA
YGR169C_mRNA	YJL163C_mRNA	YNR035C_mRNA	YDR297W_mRNA
YPL118W_mRNA	YIL088C_mRNA	YOL028C_mRNA	YOR156C_mRNA
YKL120W_mRNA	YGL167C_mRNA	YLR097C_mRNA	YNL178W_mRNA
YOL135C_mRNA	YPL122C_mRNA	YMR214W_mRNA	YGL224C_mRNA
YMR031C_mRNA	YLR108C_mRNA	YMR072W_mRNA	YHR113W_mRNA
YHR013C_mRNA	YOL076W_mRNA	YEL009C_mRNA	YAL005C_mRNA
YLL043W_mRNA	YDR066C_mRNA	YLR378C_mRNA	YPR082C_mRNA
YNL090W_mRNA	YCR036W_mRNA	YBL011W_mRNA	YOR233W_mRNA
YJR017C_mRNA	YCR082W_mRNA	YGR193C_mRNA	YIL092W_mRNA
YOR358W_mRNA	YGL073W_mRNA	YDR150W_mRNA	YOR267C_mRNA
YCR087C-A_mRNA	YLL032C_mRNA	YJL041W_mRNA	YIL039W_mRNA
YGL124C_mRNA	YOR155C_mRNA	YDR349C_mRNA	YMR202W_mRNA
YJL163C_mRNA	YML032C_mRNA	YGL174W_mRNA	YKL109W_mRNA
YIL088C_mRNA	YHR062C_mRNA	YLL029W_mRNA	YDL081C_mRNA
YGL167C_mRNA	YGL119W_mRNA	YDR154C_mRNA	YDR237W_mRNA
YPL122C_mRNA	YMR144W_mRNA	YJL151C_mRNA	YJR092W_mRNA
YLR108C_mRNA	YMR201C_mRNA	YNL182C_mRNA	YKL051W_mRNA
YOL076W_mRNA	YOR319W_mRNA	YHR137W_mRNA	YOR272W_mRNA
YDR066C_mRNA	YHR001W_mRNA	YMR111C_mRNA	YGR203W_mRNA
YCR036W_mRNA	YGL127C_mRNA	YBR282W_mRNA	YIL128W_mRNA
YCR082W_mRNA	YDL004W_mRNA	YFR053C_mRNA	YNL151C_mRNA
YGL073W_mRNA	YOR202W_mRNA	YHR101C_mRNA	YDR416W_mRNA
YLL032C_mRNA	YHL047C_mRNA	YNL260C_mRNA	YDR196C_mRNA
YOR155C_mRNA	YLR192C_mRNA	YLR020C_mRNA	YLR290C_mRNA
YML032C_mRNA	YMR131C_mRNA	YPL236C_mRNA	YJL085W_mRNA
YHR062C_mRNA	YFL027C_mRNA	YDL025C_mRNA	YMR035W_mRNA
YGL119W_mRNA	YPL011C_mRNA	YDR261C_mRNA	YLR417W_mRNA
YMR144W_mRNA	YBR068C_mRNA	YPL143W_mRNA	YJR140C_mRNA
YMR201C_mRNA	YNR009W_mRNA	YBR268W_mRNA	YIL155C_mRNA
YOR319W_mRNA	YIL049W_mRNA	YML126C_mRNA	YJL001W_mRNA
YHR001W_mRNA	YDL127W_mRNA	YJL196C_mRNA	YIR021W_mRNA
YGL127C_mRNA	YOR067C_mRNA	YBL104C_mRNA	YGR255C_mRNA
YDL004W_mRNA	YML043C_mRNA	YOR249C_mRNA	YJR076C_mRNA
YOR202W_mRNA	YCL017C_mRNA	YPL066W_mRNA	YER007C-A_mRNA
YHL047C_mRNA	YBR283C_mRNA	YDR234W_mRNA	YNR035C_mRNA
YLR192C_mRNA	YMR088C_mRNA	YKL007W_mRNA	YOL028C_mRNA
YMR131C_mRNA	YOR140W_mRNA	YDL019C_mRNA	YLR097C_mRNA
YFL027C_mRNA	YLR254C_mRNA	YDR262W_mRNA	YMR214W_mRNA
YPL011C_mRNA	YGL173C_mRNA	YPL117C_mRNA	YMR072W_mRNA
YBR068C_mRNA	YDR320C_mRNA	YKL043W_mRNA	YEL009C_mRNA
YNR009W_mRNA	YNL055C_mRNA	YKR088C_mRNA	YLR378C_mRNA
YIL049W_mRNA	YDL070W_mRNA	YGL077C_mRNA	YBL011W_mRNA
YDL127W_mRNA	YLR238W_mRNA	YLL041C_mRNA	YGR193C_mRNA
YOR067C_mRNA	YDL036C_mRNA	YGR169C_mRNA	YDR150W_mRNA
YML043C_mRNA	YLR132C_mRNA	YPL118W_mRNA	YJL041W_mRNA
YCL017C_mRNA	YOR091W_mRNA	YKL120W_mRNA	YDR349C_mRNA
YBR283C_mRNA	YBR084W_mRNA	YOL135C_mRNA	YGL174W_mRNA
YMR088C_mRNA	YMR027W_mRNA	YMR031C_mRNA	YLL029W_mRNA
YOR140W_mRNA	YER145C_mRNA	YHR013C_mRNA	YDR154C_mRNA
YLR254C_mRNA	YBR010W_mRNA	YLL043W_mRNA	YJL151C_mRNA
YGL173C_mRNA	YPL139C_mRNA	YNL090W_mRNA	YNL182C_mRNA
YDR320C_mRNA	YLL036C_mRNA	YJR017C_mRNA	YHR137W_mRNA
YNL055C_mRNA	YOR307C_mRNA	YMR025W_mRNA	YMR111C_mRNA
YDL070W_mRNA	YDR135C_mRNA	YOR358W_mRNA	YBR282W_mRNA
YLR238W_mRNA	YJL061W_mRNA	YCR087C-A_mRNA	YCL014W_mRNA
YDL036C_mRNA	YHR144C_mRNA	YGL124C_mRNA	YFR053C_mRNA
YLR132C_mRNA	YOL069W_mRNA	YJL163C_mRNA	YHR101C_mRNA
YOR091W_mRNA	YLR287C_mRNA	YIL088C_mRNA	YNL260C_mRNA
YBR084W_mRNA	YKR018C_mRNA	YGL167C_mRNA	YLR020C_mRNA
YMR027W_mRNA	YGL140C_mRNA	YPL122C_mRNA	YHR011W_mRNA
YER145C_mRNA	YIL052C_mRNA	YLR108C_mRNA	YPL236C_mRNA
YBR010W_mRNA	YPL145C_mRNA	YOL076W_mRNA	YDL025C_mRNA
YPL139C_mRNA	YJR012C_mRNA	YDR066C_mRNA	YDR261C_mRNA
YLL036C_mRNA	YDR447C_mRNA	YOR032C_mRNA	YPL143W_mRNA
YOR307C_mRNA	YML046W_mRNA	YCR036W_mRNA	YBR268W_mRNA
YDR135C_mRNA	YDR457W_mRNA	YGL073W_mRNA	YML126C_mRNA
YJL061W_mRNA	YHR152W_mRNA	YCR082W_mRNA	YJL196C_mRNA
YHR144C_mRNA	YGR271W_mRNA	YLL032C_mRNA	YBL104C_mRNA
YOL069W_mRNA	YPR033C_mRNA	YOR155C_mRNA	YOR249C_mRNA
YLR287C_mRNA	YDL182W_mRNA	YML032C_mRNA	YPL066W_mRNA
YKR018C_mRNA	YOR096W_mRNA	YHR062C_mRNA	YDR234W_mRNA
YGL140C_mRNA	YGR133W_mRNA	YGL119W_mRNA	YKL007W_mRNA
YIL052C_mRNA	YGR155W_mRNA	YMR201C_mRNA	YDL019C_mRNA
YPL145C_mRNA	YLR333C_mRNA	YOR319W_mRNA	YDR262W_mRNA
YJR012C_mRNA	YNR057C_mRNA	YHR001W_mRNA	YPL117C_mRNA
YDR447C_mRNA	YLR015W_mRNA	YGL127C_mRNA	YKL043W_mRNA
YML046W_mRNA	YIL033C_mRNA	YDL004W_mRNA	YKR088C_mRNA
YDR457W_mRNA	YNL044W_mRNA	YOR202W_mRNA	YGL077C_mRNA
YHR152W_mRNA	YOL021C_mRNA	YLR192C_mRNA	YLL041C_mRNA
YGR271W_mRNA	YPL042C_mRNA	YGL045W_mRNA	YGR169C_mRNA
YPR033C_mRNA	YJR116W_mRNA	YMR131C_mRNA	YPL118W_mRNA
YDL182W_mRNA	YJL033W_mRNA	YFL027C_mRNA	YKL120W_mRNA
YOR096W_mRNA	YLR367W_mRNA	YPL011C_mRNA	YOL135C_mRNA
YGR133W_mRNA	YFL047W_mRNA	YBR068C_mRNA	YMR031C_mRNA
YGR155W_mRNA	YBR060C_mRNA	YIL049W_mRNA	YHR013C_mRNA
YLR333C_mRNA	YKL041W_mRNA	YDL127W_mRNA	YLL043W_mRNA
YNR057C_mRNA	YJL164C_mRNA	YOR067C_mRNA	YNL090W_mRNA
YLR015W_mRNA	YMR263W_mRNA	YML043C_mRNA	YJR017C_mRNA
YIL033C_mRNA	YMR278W_mRNA	YCL017C_mRNA	YOR358W_mRNA
YNL044W_mRNA	YDL193W_mRNA	YBR283C_mRNA	YCR087C-A_mRNA
YOL021C_mRNA	YMR073C_mRNA	YMR088C_mRNA	YGL124C_mRNA
YPL042C_mRNA	YDL175C_mRNA	YOR140W_mRNA	YJL163C_mRNA
YJR116W_mRNA	YNL159C_mRNA	YLR254C_mRNA	YIL088C_mRNA
YJL033W_mRNA	YOL044W_mRNA	YGL173C_mRNA	YGL167C_mRNA
YER150W_mRNA	YHL006C_mRNA	YDR320C_mRNA	YPL122C_mRNA
YLR367W_mRNA	YNL119W_mRNA	YNL055C_mRNA	YLR108C_mRNA
YFL047W_mRNA	YOR207C_mRNA	YDL070W_mRNA	YOL076W_mRNA
YBR060C_mRNA	YGL253W_mRNA	YLR238W_mRNA	YDR066C_mRNA
YKL041W_mRNA	YOR077W_mRNA	YDL036C_mRNA	YOR032C_mRNA
YJL164C_mRNA	YFR027W_mRNA	YLR132C_mRNA	YCR036W_mRNA
YMR263W_mRNA	YBL022C_mRNA	YOR091W_mRNA	YGL073W_mRNA
YMR278W_mRNA	YBL031W_mRNA	YBR084W_mRNA	YCR082W_mRNA
YDL193W_mRNA	YOR354C_mRNA	YMR027W_mRNA	YLL032C_mRNA
YMR073C_mRNA	YNL024C_mRNA	YER145C_mRNA	YOR155C_mRNA
YDL175C_mRNA	YJL173C_mRNA	YBR010W_mRNA	YML032C_mRNA
YNL159C_mRNA	YDR325W_mRNA	YPL139C_mRNA	YHR062C_mRNA
YOL044W_mRNA	YOR292C_mRNA	YLL036C_mRNA	YGL119W_mRNA
YHL006C_mRNA	YER089C_mRNA	YOR307C_mRNA	YMR144W_mRNA
YNL119W_mRNA	YDR309C_mRNA	YDR135C_mRNA	YMR201C_mRNA
YOR207C_mRNA	YCL039W_mRNA	YJL061W_mRNA	YOR319W_mRNA
YGL253W_mRNA	YLR275W_mRNA	YHR144C_mRNA	YHR001W_mRNA
YOR077W_mRNA	YLR033W_mRNA	YLR287C_mRNA	YGL127C_mRNA
YFR027W_mRNA	YLR047C_mRNA	YKR018C_mRNA	YDL004W_mRNA
YBL022C_mRNA	YBR235W_mRNA	YDR085C_mRNA	YOR202W_mRNA
YBL031W_mRNA	YMR208W_mRNA	YGL140C_mRNA	YLR192C_mRNA
YOR354C_mRNA	YBL087C_mRNA	YHR177W_mRNA	YGL045W_mRNA
YNL024C_mRNA	YER114C_mRNA	YIL052C_mRNA	YMR131C_mRNA
YJL173C_mRNA	YDR341C_mRNA	YPL145C_mRNA	YFL027C_mRNA
YDR325W_mRNA	YML106W_mRNA	YJR012C_mRNA	YPL011C_mRNA
YOR292C_mRNA	YOR109W_mRNA	YDR447C_mRNA	YBR068C_mRNA
YER089C_mRNA	YFR037C_mRNA	YML046W_mRNA	YNR009W_mRNA
YDR309C_mRNA	YPR042C_mRNA	YDR457W_mRNA	YIL049W_mRNA
YCL039W_mRNA	YMR029C_mRNA	YHR152W_mRNA	YDL127W_mRNA
YLR275W_mRNA	YMR129W_mRNA	YGR271W_mRNA	YOR067C_mRNA
YLR033W_mRNA	YEL006W_mRNA	YGL180W_mRNA	YCL017C_mRNA
YLR047C_mRNA	YGR151C_mRNA	YPR033C_mRNA	YBR283C_mRNA
YBR235W_mRNA	YBL080C_mRNA	YDL182W_mRNA	YMR088C_mRNA
YMR208W_mRNA	YDL202W_mRNA	YGR018C_mRNA	YOR140W_mRNA
YBL087C_mRNA	YDL200C_mRNA	YOR096W_mRNA	YLR254C_mRNA
YER114C_mRNA	YCL034W_mRNA	YGR133W_mRNA	YGL173C_mRNA
YDR341C_mRNA	YLR237W_mRNA	YGR155W_mRNA	YDR320C_mRNA
YML106W_mRNA	YPR190C_mRNA	YLR333C_mRNA	YNL055C_mRNA
YOR109W_mRNA	YNR013C_mRNA	YNR057C_mRNA	YDL070W_mRNA
YFR037C_mRNA	YGR253C_mRNA	YLR015W_mRNA	YLR238W_mRNA
YPR042C_mRNA	YKL108W_mRNA	YIL033C_mRNA	YDL036C_mRNA
YMR029C_mRNA	YNR050C_mRNA	YNL044W_mRNA	YLR132C_mRNA
YMR129W_mRNA	YMR020W_mRNA	YOL021C_mRNA	YOR091W_mRNA
YEL006W_mRNA	YNL054W_mRNA	YPL042C_mRNA	YBR084W_mRNA
YGR151C_mRNA	YDL130W_mRNA	YJR116W_mRNA	YMR027W_mRNA
YBL080C_mRNA	YBR080C_mRNA	YJL033W_mRNA	YER145C_mRNA
YDL202W_mRNA	YDR495C_mRNA	YER150W_mRNA	YBR010W_mRNA
YDL200C_mRNA	YDR189W_mRNA	YLR367W_mRNA	YPL139C_mRNA
YCL034W_mRNA	YER091C_mRNA	YFL047W_mRNA	YLL036C_mRNA
YLR237W_mRNA	YGR055W_mRNA	YBR060C_mRNA	YOR307C_mRNA
YPR190C_mRNA	YLR429W_mRNA	YKL041W_mRNA	YDR135C_mRNA
YNR013C_mRNA	YGL164C_mRNA	YJL164C_mRNA	YJL061W_mRNA
YGR253C_mRNA	YBR239C_mRNA	YMR263W_mRNA	YHR144C_mRNA
YMR316W_mRNA	YGR060W_mRNA	YMR278W_mRNA	YOL069W_mRNA
YKL108W_mRNA	YGL194C_mRNA	YDL193W_mRNA	YLR287C_mRNA
YNR050C_mRNA	YPL226W_mRNA	YMR073C_mRNA	YKR018C_mRNA
YMR020W_mRNA	YGL209W_mRNA	YDL175C_mRNA	YDR085C_mRNA
YNL054W_mRNA	YGR014W_mRNA	YNL159C_mRNA	YGL140C_mRNA
YDL130W_mRNA	YCL010C_mRNA	YLR460C_mRNA	YIL052C_mRNA
YBR080C_mRNA	YER060W_mRNA	YOL044W_mRNA	YPL145C_mRNA
YDR495C_mRNA	YHR195W_mRNA	YHL006C_mRNA	YJR012C_mRNA
YDR189W_mRNA	YEL011W_mRNA	YNL119W_mRNA	YDR447C_mRNA
YER091C_mRNA	YDR284C_mRNA	YOR207C_mRNA	YML046W_mRNA
YGR055W_mRNA	YOL159C_mRNA	YGL253W_mRNA	YDR457W_mRNA
YLR429W_mRNA	YPR006C_mRNA	YOR077W_mRNA	YHR152W_mRNA
YGL164C_mRNA	YGR072W_mRNA	YFR027W_mRNA	YGR271W_mRNA
YBR239C_mRNA	YMR291W_mRNA	YBL022C_mRNA	YMR107W_mRNA
YGR060W_mRNA	YER040W_mRNA	YMR156C_mRNA	YGL180W_mRNA
YGL194C_mRNA	YPL266W_mRNA	YOR354C_mRNA	YPR033C_mRNA
YPL226W_mRNA	YBL009W_mRNA	YNL024C_mRNA	YDL182W_mRNA
YGL209W_mRNA	YDL137W_mRNA	YJL173C_mRNA	YGR018C_mRNA
YGR014W_mRNA	YLR143W_mRNA	YDR309C_mRNA	YOR096W_mRNA
YCL010C_mRNA	YML091C_mRNA	YOR292C_mRNA	YGR133W_mRNA
YER060W_mRNA	YOL027C_mRNA	YER089C_mRNA	YGR155W_mRNA
YHR195W_mRNA	YML030W_mRNA	YCL039W_mRNA	YLR333C_mRNA
YEL011W_mRNA	YFL041W_mRNA	YJL100W_mRNA	YNR057C_mRNA
YDR284C_mRNA	YHR090C_mRNA	YLR275W_mRNA	YLR015W_mRNA
YOL159C_mRNA	YPL058C_mRNA	YLR033W_mRNA	YIL033C_mRNA
YPR006C_mRNA	YGL159W_mRNA	YBR235W_mRNA	YNL044W_mRNA
YGR072W_mRNA	YLR277C_mRNA	YMR208W_mRNA	YOL021C_mRNA
YMR291W_mRNA	YLR459W_mRNA	YBL087C_mRNA	YPL042C_mRNA
YER040W_mRNA	YGL126W_mRNA	YER114C_mRNA	YJR116W_mRNA
YPL266W_mRNA	YDR440W_mRNA	YDR341C_mRNA	YJL033W_mRNA
YBL009W_mRNA	YPR171W_mRNA	YML106W_mRNA	YER150W_mRNA
YDL137W_mRNA	YDR515W_mRNA	YOR109W_mRNA	YLR367W_mRNA
YLR143W_mRNA	YLL022C_mRNA	YFR037C_mRNA	YFL047W_mRNA
YML091C_mRNA	YOL133W_mRNA	YPR042C_mRNA	YBR060C_mRNA
YOL027C_mRNA	YOR163W_mRNA	YMR029C_mRNA	YKL041W_mRNA
YML030W_mRNA	YMR011W_mRNA	YMR129W_mRNA	YJL164C_mRNA
YFL041W_mRNA	YOR151C_mRNA	YEL006W_mRNA	YMR263W_mRNA
YHR090C_mRNA	YPL090C_mRNA	YGR151C_mRNA	YMR278W_mRNA
YPL058C_mRNA	YPR020W_mRNA	YBL080C_mRNA	YDL193W_mRNA
YGL159W_mRNA	YNL186W_mRNA	YDL202W_mRNA	YMR073C_mRNA
YLR277C_mRNA	YMR210W_mRNA	YDL200C_mRNA	YDL175C_mRNA
YLR459W_mRNA	YOR081C_mRNA	YCL034W_mRNA	YNL159C_mRNA
YGL126W_mRNA	YIL048W_mRNA	YLR237W_mRNA	YLR460C_mRNA
YDR440W_mRNA	YHL028W_mRNA	YPR190C_mRNA	YOL044W_mRNA
YPR171W_mRNA	YPR080W_mRNA	YNR013C_mRNA	YHL006C_mRNA
YDR515W_mRNA	YOR132W_mRNA	YGR253C_mRNA	YNL119W_mRNA
YLL022C_mRNA	YBR261C_mRNA	YMR316W_mRNA	YOR207C_mRNA
YOL133W_mRNA	YMR098C_mRNA	YKL108W_mRNA	YGL253W_mRNA
YOR163W_mRNA	YOR037W_mRNA	YML101C-A_mRNA	YOR077W_mRNA
YMR011W_mRNA	YER111C_mRNA	YNR050C_mRNA	YFR027W_mRNA
YOR151C_mRNA	YDR452W_mRNA	YMR020W_mRNA	YBL022C_mRNA
YPL090C_mRNA	YMR015C_mRNA	YNL054W_mRNA	YBL031W_mRNA
YPR020W_mRNA	YOL142W_mRNA	YDL130W_mRNA	YOR354C_mRNA
YNL186W_mRNA	YJR015W_mRNA	YBR080C_mRNA	YNL024C_mRNA
YMR210W_mRNA	YEL044W_mRNA	YDR495C_mRNA	YJL173C_mRNA
YOR081C_mRNA	YJL145W_mRNA	YDR189W_mRNA	YDR309C_mRNA
YIL048W_mRNA	YMR185W_mRNA	YER091C_mRNA	YOR292C_mRNA
YHL028W_mRNA	YOL065C_mRNA	YGR055W_mRNA	YER089C_mRNA
YPR080W_mRNA	YEL046C_mRNA	YLR429W_mRNA	YCL039W_mRNA
YOR132W_mRNA	YKL205W_mRNA	YGL164C_mRNA	YJL100W_mRNA
YBR261C_mRNA	YOR298C-A_mRNA	YBR239C_mRNA	YLR275W_mRNA
YMR098C_mRNA	YHL031C_mRNA	YGR060W_mRNA	YLR033W_mRNA
YOR037W_mRNA	YOR266W_mRNA	YGL194C_mRNA	YLR047C_mRNA
YER111C_mRNA	YBR074W_mRNA	YPL226W_mRNA	YBR235W_mRNA
YDR452W_mRNA	YOR116C_mRNA	YGL209W_mRNA	YMR208W_mRNA
YMR015C_mRNA	YDR465C_mRNA	YGR014W_mRNA	YBL087C_mRNA
YOL142W_mRNA	YGR214W_mRNA	YCL010C_mRNA	YER114C_mRNA
YJR015W_mRNA	YER142C_mRNA	YHR195W_mRNA	YDR341C_mRNA
YEL044W_mRNA	YOL043C_mRNA	YEL011W_mRNA	YML106W_mRNA
YJL145W_mRNA	YJL197W_mRNA	YDR284C_mRNA	YOR109W_mRNA
YMR185W_mRNA	YDR277C_mRNA	YOL159C_mRNA	YFR037C_mRNA
YOL065C_mRNA	YHR205W_mRNA	YPR006C_mRNA	YPR042C_mRNA
YEL046C_mRNA	YLR175W_mRNA	YGR072W_mRNA	YMR029C_mRNA
YKL205W_mRNA	YLR128W_mRNA	YMR291W_mRNA	YMR129W_mRNA
YOR298C-A_mRNA	YDL020C_mRNA	YER040W_mRNA	YEL006W_mRNA
YHL031C_mRNA	YDL035C_mRNA	YPL266W_mRNA	YGR151C_mRNA
YOR266W_mRNA	YLR193C_mRNA	YIL045W_mRNA	YBL080C_mRNA
YBR074W_mRNA	YJL002C_mRNA	YDL137W_mRNA	YDL202W_mRNA
YOR116C_mRNA	YJR131W_mRNA	YLR143W_mRNA	YDL200C_mRNA
YDR465C_mRNA	YBR179C_mRNA	YML091C_mRNA	YCL034W_mRNA
YGR214W_mRNA	YOR175C_mRNA	YOL027C_mRNA	YLR237W_mRNA
YER142C_mRNA	YDR132C_mRNA	YDR118W_mRNA	YPR190C_mRNA
YOL043C_mRNA	YNL139C_mRNA	YML030W_mRNA	YNR013C_mRNA
YJL197W_mRNA	YGR175C_mRNA	YFL041W_mRNA	YGR253C_mRNA
YDR277C_mRNA	YIR007W_mRNA	YHR090C_mRNA	YMR316W_mRNA
YHR205W_mRNA	YDL093W_mRNA	YPL058C_mRNA	YKL108W_mRNA
YLR175W_mRNA	YNL111C_mRNA	YGL159W_mRNA	YML101C-A_mRNA
YLR128W_mRNA	YPL059W_mRNA	YLR277C_mRNA	YNR050C_mRNA
YDL020C_mRNA	YNL261W_mRNA	YLR459W_mRNA	YMR020W_mRNA
YDL035C_mRNA	YMR262W_mRNA	YGL126W_mRNA	YNL054W_mRNA
YLR193C_mRNA	YML070W_mRNA	YPR171W_mRNA	YDL130W_mRNA
YJL002C_mRNA	YGR156W_mRNA	YDR515W_mRNA	YBR080C_mRNA
YJR131W_mRNA	YJL165C_mRNA	YLL022C_mRNA	YDR495C_mRNA
YBR179C_mRNA	YGR186W_mRNA	YOL133W_mRNA	YDR189W_mRNA
YOR175C_mRNA	YDL076C_mRNA	YOR163W_mRNA	YER091C_mRNA
YDR132C_mRNA	YLR048W_mRNA	YMR011W_mRNA	YGR055W_mRNA
YNL139C_mRNA	YLR448W_mRNA	YOR151C_mRNA	YLR429W_mRNA
YGR175C_mRNA	YGR205W_mRNA	YPL090C_mRNA	YGL164C_mRNA
YJL116C_mRNA	YJL206C_mRNA	YPR020W_mRNA	YHR194W_mRNA
YIR007W_mRNA	YOL122C_mRNA	YNL186W_mRNA	YBR239C_mRNA
YDL093W_mRNA	YDL161W_mRNA	YMR210W_mRNA	YGR060W_mRNA
YNL111C_mRNA	YNL328C_mRNA	YOR081C_mRNA	YGL194C_mRNA
YPL059W_mRNA	YFL037W_mRNA	YIL048W_mRNA	YPL226W_mRNA
YMR167W_mRNA	YKL218C_mRNA	YPR080W_mRNA	YGL209W_mRNA
YMR262W_mRNA	YBR202W_mRNA	YOR132W_mRNA	YGR014W_mRNA
YNL261W_mRNA	YNL241C_mRNA	YBR261C_mRNA	YCL010C_mRNA
YML070W_mRNA	YGL190C_mRNA	YMR098C_mRNA	YHR195W_mRNA
YGR156W_mRNA	YGL111W_mRNA	YOR037W_mRNA	YEL011W_mRNA
YJL165C_mRNA	YOL121C_mRNA	YER111C_mRNA	YDR284C_mRNA
YGR186W_mRNA	YLR393W_mRNA	YDR452W_mRNA	YOL159C_mRNA
YDL076C_mRNA	YGL211W_mRNA	YMR015C_mRNA	YPR006C_mRNA
YLR048W_mRNA	YOR148C_mRNA	YOL142W_mRNA	YGR072W_mRNA
YLR448W_mRNA	YHR169W_mRNA	YJR015W_mRNA	YMR291W_mRNA
YGR205W_mRNA	YDR485C_mRNA	YEL044W_mRNA	YER040W_mRNA
YJL206C_mRNA	YJL059W_mRNA	YJL145W_mRNA	YPL266W_mRNA
YOL122C_mRNA	YGL142C_mRNA	YMR185W_mRNA	YIL045W_mRNA
YDL161W_mRNA	YLR347C_mRNA	YOL065C_mRNA	YDL137W_mRNA
YNL328C_mRNA	YOL143C_mRNA	YEL046C_mRNA	YBL009W_mRNA
YFL037W_mRNA	YDR032C_mRNA	YKL205W_mRNA	YLR143W_mRNA
YKL218C_mRNA	YMR222C_mRNA	YOR298C-A_mRNA	YML091C_mRNA
YBR202W_mRNA	YGR068C_mRNA	YHL031C_mRNA	YOL027C_mRNA
YNL241C_mRNA	YHR024C_mRNA	YOR266W_mRNA	YDR118W_mRNA
YGL190C_mRNA	YDR429C_mRNA	YBR074W_mRNA	YML030W_mRNA
YGL111W_mRNA	YCR059C_mRNA	YOR116C_mRNA	YFL041W_mRNA
YOL121C_mRNA	YOR158W_mRNA	YDR465C_mRNA	YHR090C_mRNA
YLR393W_mRNA	YLR098C_mRNA	YGR214W_mRNA	YPL058C_mRNA
YGL211W_mRNA	YGR035C_mRNA	YER142C_mRNA	YGL159W_mRNA
YOR148C_mRNA	YLR153C_mRNA	YOL043C_mRNA	YLR277C_mRNA
YHR169W_mRNA	YDL046W_mRNA	YJL197W_mRNA	YLR459W_mRNA
YDR485C_mRNA	YMR161W_mRNA	YDR277C_mRNA	YGL126W_mRNA
YJL059W_mRNA	YDR140W_mRNA	YHR205W_mRNA	YGL113W_mRNA
YGL142C_mRNA	YDR081C_mRNA	YLR175W_mRNA	YPR171W_mRNA
YLR347C_mRNA	YEL062W_mRNA	YLR128W_mRNA	YDR515W_mRNA
YOL143C_mRNA	YPL065W_mRNA	YDL020C_mRNA	YLL022C_mRNA
YDR032C_mRNA	YHR023W_mRNA	YDL035C_mRNA	YOL133W_mRNA
YMR222C_mRNA	YPL176C_mRNA	YLR193C_mRNA	YOR163W_mRNA
YGR068C_mRNA	YNL079C_mRNA	YJL002C_mRNA	YMR011W_mRNA
YHR024C_mRNA	YPR174C_mRNA	YJR131W_mRNA	YOR151C_mRNA
YDR429C_mRNA	YBL008W_mRNA	YBR179C_mRNA	YPL090C_mRNA
YCR059C_mRNA	YPR122W_mRNA	YOR175C_mRNA	YPR020W_mRNA
YOR158W_mRNA	YNR055C_mRNA	YDR132C_mRNA	YNL186W_mRNA
YLR098C_mRNA	YGL233W_mRNA	YNL139C_mRNA	YMR210W_mRNA
YGR035C_mRNA	YER101C_mRNA	YGR175C_mRNA	YOR081C_mRNA
YLR153C_mRNA	YPR104C_mRNA	YJL116C_mRNA	YIL048W_mRNA
YDL046W_mRNA	YPL232W_mRNA	YIR007W_mRNA	YPR080W_mRNA
YMR161W_mRNA	YNL071W_mRNA	YNL111C_mRNA	YOR132W_mRNA
YDR140W_mRNA	YLR292C_mRNA	YPL059W_mRNA	YBR261C_mRNA
YDR081C_mRNA	YDR370C_mRNA	YMR167W_mRNA	YMR098C_mRNA
YPL065W_mRNA	YNL330C_mRNA	YMR262W_mRNA	YDR452W_mRNA
YHR023W_mRNA	YDR510W_mRNA	YNL261W_mRNA	YER111C_mRNA
YPL176C_mRNA	YKL196C_mRNA	YML070W_mRNA	YMR015C_mRNA
